Upc,Department,qty,cents,incltaxes,inclfees,Name,proper Name,size,ebt,byweight,Fee Multiplier,cost_qty,cost_cents,variable_price,addstock,setstock,pack_name,pack_qty,pack_upc,unit_upc,unit_count,is_oneclick,oc_color,oc_border_color,oc_text_color,oc_fixedpos,oc_page,oc_key,oc_relpos
018200261084,Beer,1,329,n,n,Naty dady,Naty Dady,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
018200261107,Beer,1,399,n,n,MICH ULTRA GOLD 25OZ,MICH Ultra Gold 25OZ,25 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200261244,Beer,1,399,n,n,Stella artois,Stella Artois Artois,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
018200261299,Beer,1,399,n,n,Budlight platinum,Bud Light Platinum,24oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
018200261404,Beer,1,399,n,n,Bud light chelada fuego,Bud Light Chelada Fuego,25oz,,n,1,0,0,n,,-117,,,,,,n,,,,,,,
018200261626,Beer,1,399,n,n,Bud light chelada tajin,Bud Light Chelada Tajin,25oz,,n,1,0,0,n,,-35,,,,,,n,,,,,,,
018200261640,Beer,1,369,n,n,Cerveza,Cerveza,,,n,1,0,0,n,,0,,,,,0,n,,,,,,,
018200261749,Beer,1,389,n,n,Fireball x apple,Fireball X Apple,25fl.oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
018200261763,Beer,1,389,n,n,Fireball x lemonade,Fireball X Lemonade,25fl.oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
018200261855,Beer,1,369,n,n,Michelob ultra cucumber lime,Michelob Ultra Cucumber Lime,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
018200261886,Beer,1,389,n,n,Bud light sl Hard Soda,Bud Light Sl Hard Soda,25fl oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
018200261893,Beer,1,389,n,n,Bud light seltzer Cherry limeade,Bud Light Seltzer Cherry Limeade,25oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
018200261947,Beer,1,329,n,n,Cacti,Cacti,,,n,1,0,0,n,,0,,,,,0,n,,,,,,,
018200262074,Beer,1,259,n,n,MD Island Pineapple,MD Island Pineapple,16floz,,n,1,1,0,n,,0,,,,,0,n,,,,,,,
018200262081,Beer,1,259,n,n,MD Tangy Orange,MD Tangy Orange,16floz,,n,1,1,0,n,,6,,,,,0,n,,,,,,,
018200262098,Beer,1,259,n,n,Md 20.20 sweet blue raspberry,Md 20.20 Sweet Blue Raspberry,16floz,,n,1,0,0,n,,16,,,,,0,n,,,,,,,
018200262623,Liquor ,1,999,n,n,Natural light strawberry lemonade,Natural Light Strawberry Lemonade,750ml,,n,1,1,0,n,,8,,,,,,n,,,,,,,
018200262975,Beer,1,389,n,n,Neon burst punch blast,Neon Burst Punch Blast,1pint,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200262982,Beer,1,389,n,n,Neon burst grape blowout,Neon Burst Grape Blowout,1pint,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200263859,Beer,1,399,n,n,Bud light manonada,Bud Light Manonada,25floz,,n,1,0,0,n,,-25,,,,,,n,,,,,,,
018200263866,Beer,1,599,n,n,Nutrl vodka seltzer,Nutrl Vodka Seltzer,24oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
018200263941,Beer,1,399,n,n,Canta ritos mandarin hard soda,Canta Ritos Mandarin Hard Soda,25floz,,n,1,0,0,n,,-15,,,,,,n,,,,,,,
018200264092,Beer,1,399,n,n,Canta ritos pineapple hard soda,Canta Ritos Pineapple Hard Soda,25floz,,n,1,0,0,n,,-7,,,,,,n,,,,,,,
018200264252,Beer,1,599,n,n,Nutrl vodka seltzer,Nutrl Vodka Seltzer,24oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
018200264344,Beer,1,399,n,n,Bud light chelada tajin,Bud Light Chelada Tajin,25oz,,n,1,0,0,n,,-1,,,,,,n,,,,,,,
018200264580,Beer,1,599,n,n,Nutral orange,Nutral Orange,720 ml,,n,1,0,0,n,,0,,,,,,n,,,,,,,
018200264801,Energy Drink,1,319,n,n,Phorm screamin freedom,Phorm Screamin Freedom,16floz,,n,1,0,0,n,,12,,,,,0,n,,,,,,,
018200264818,Energy Drink,1,319,n,n,Phorm grape smash,Phorm Grape Smash,16floz,y,n,1,0,0,n,,7,,,,,0,n,,,,,,,
018200264825,Energy Drink,1,319,n,n,Phorm blue blitz,Phorm Blue Blitz,16floz,y,n,1,0,0,n,,12,,,,,0,n,,,,,,,
018200264832,Energy Drink,1,319,n,n,Phorm orange fury,Phorm Orange Fury,16floz,y,n,1,0,0,n,,8,,,,,0,n,,,,,,,
018200270307,Beer,1,2499,n,n,Natural Ice 30-Pack 12 FL OZ Can,Natural Ice 30-pack 12 Fl Oz Cans,360.00 FL OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200272189,Beer,1,1599,n,n,Natural Ice 18-Pack 12 FL OZ Can,Natural Ice 18-pack 12 Fl Oz Cans,216.00 FL OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200284274,Beer,1,1499,n,n,BUD LT WTRMLN-RITA 12/12OZ CN,BUD LT Wtrmln-rita 12/12oz CN,EA,,n,1,1,0,n,,-2,,,,,0,n,,,,,,,
018200284373,Beer,1,1799,n,n,Michelob Ultra 24 bot 7oz,Michelob Ultra 24 Bot 7oz,24 bot 7oz,,n,1,1,0,n,,-258,,,,,0,n,,,,,,,
018200284434,Beer,1,1199,n,n,NATURAL ICE 15 PACK CANS,Natural ICE 15 Pack Cans,0,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200285233,Beer,1,2499,n,n,Natural light strawberry lemonade 30pk can,Natural Light Strawberry Lemonade 30pk Cans,,,n,1,1,0,n,,0,,,,,0,n,,,,,,,
018200286575,Beer,1,1799,n,n,Michelada,Michelada,,,n,1,0,0,n,,-3,,,,,0,n,,,,,,,
018200286865,Beer,1,2999,n,n,Bud light,Bud Light,24pack,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200287534,Beer,1,7999,n,n,Bush light apple,Bush Light Apple,30pk,,n,1,0,0,n,,-9,,,,,,n,,,,,,,
018200288753,Beer,1,2999,n,n,Michelob ultra organic seltzer,Michelob Ultra Organic Seltzer,24 pack,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200291340,Beer,1,3099,n,n,Busch light peach,Busch Light Peach,30 pack,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200370304,Beer,1,2499,n,n,Bud Ice 30-Pack 12 FL OZ Can,Bud Ice 30-pack 12 Fl Oz Cans,360.00 FL OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200530302,Beer,1,2999,n,n,Bud Light 30-Pack 12 FL OZ Can,Bud Light 30-pack 12 Fl Oz Cans,360.00 FL OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200530470,Beer,1,1399,n,n,Bud Light 12-Pack,Bud Light 12-pack,144.00 FL OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200531682,Beer,1,2499,n,n,Bud Light 24-Pack 12 FL OZ Can,Bud Light 24-pack 12 Fl Oz Cans,288.00 FL OZ,,n,1,1,0,n,,22,,,,,0,n,,,,,,,
018200532184,Beer,1,1999,n,n,Bud Light 18-Pack 12 FL OZ Can,Bud Light 18-pack 12 Fl Oz Cans,216.00 FL OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200533082,Beer,1,1999,n,n,Bud Light 18-Pack 12 FL OZ Bottle,Bud Light 18-pack 12 Fl Oz Bottle,18 paack  FL OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200610301,Beer,1,1999,n,n,Busch 30-Pack 12 FL OZ Can,Busch 30-pack 12 Fl Oz Cans,360.00 FL OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200610479,Beer,1,1099,n,n,Busch 12-Pack 12 FL OZ Can018200009648,Busch 12-pack 12 Fl Oz Can018200009648,144.00 FL OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200612183,Beer,1,1399,n,n,Busch 18-Pack 12 FL OZ Can,Busch 18-pack 12 Fl Oz Cans,216.00 FL OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200790478,Beer,1,1399,n,n,Odouls N-A 12-Pack 12 FL OZ Can,Odouls N-A 12-pack 12 Fl Oz Cans,144.00 FL OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200860317,Beer,1,2499,n,n,Busch Light 30-Pack 12 FL OZ Can,Busch Light 30-pack 12 Fl Oz Cans,360.00 FL OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200864186,Beer,1,1599,n,n,Busch Light 18-Pack 12 FL OZ Can,Busch Light 18-pack 12 Fl Oz Cans,216.00 FL OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200874185,Beer,1,1399,n,n,Bud Ice 18-Pack 12 FL OZ Can,Bud Ice 18-pack 12 Fl Oz Cans,216.00 FL OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200962028,Beer,1,2999,n,n,Bud Select 55 30pk,Bud Select 55 30pk,30,,n,1,1,0,n,,0,,,,,0,n,,,,,,,
018200962943,Beer,1,2199,n,n,Bud Light lime 18-Pack 12 FL OZ Can,Bud Light Lime 18-pack 12 Fl Oz Cans,216.00 FL OZ,,n,1,1,0,n,,0,,,,,0,n,,,,,,,
018200966248,Beer,1,2199,n,n,Michelob Ultra 18 pk,Michelob Ultra 18 Pack,12 oz,,n,1,1,0,n,,0,,,,,0,n,,,,,,,
018200967153,Beer,1,2999,n,n,Michelob Ultra,Michelob Ultra,24 pk,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200967214,Beer,1,2199,n,n,Michelob Ultra 18-Pack 12 FL OZ Slimline Can,Michelob Ultra 18-pack 12 Fl Oz Slimline Cans,288.00 FL OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200967283,Beer,1,3199,n,n,Michelob Ultra 24-Pack 12 FL OZ Bottle,Michelob Ultra 24-pack 12 Fl Oz Bottle,288.00 FL OZ,,n,1,1,0,n,,0,,,,,0,n,,,,,,,
018200970016,Beer,1,1199,n,n,Cerveza Estralla Jalisco Dorada 6 Pack,Cerveza Estralla Jalisco Dorada 6 Pack,72 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200970023,Beer,1,1499,n,n,estrella,Estrella,12 pk bottles,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200970054,Beer,1,1199,n,n,Chelada budweiser,Chelada Budweiser,3pack,,n,1,1,0,n,,0,,,,,0,n,,,,,,,
018200970061,Beer,1,1099,n,n,budlight chelada 3 pack,Bud Light Chelada 3 Pack,3PACK,,n,1,1,0,n,,0,,,,,0,n,,,,,,,
018200970085,Beer,1,1799,n,n,Budweiser 12pk Aluminum Bottles,Budweiser 12-pack Aluminum Bottle,15/16 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018200970092,Beer,1,1799,n,n,Bud Light 12pk Aluminum Bottles,Bud Light 12-pack Aluminum Bottle,12/16 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018227459303,Liquor ,1,3099,n,n,Mr toms bourbon whiskey,Mr Toms Bourbon Whiskey,750ml,,n,1,0,0,n,,1,,,,,0,n,,,,,,,
018341151015,Wine,1,1099,n,n,Barefoot:Cabernet Sauvignon,Barefoot:cabernet Sauvignon Sauvignon,1.50 LT,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018341151022,Wine,1,1099,n,n,Barefoot:Sauvignon Blanc,Barefoot:sauvignon Blanc,1.50 LT,,n,1,1,0,n,,-11,,,,,,n,,,,,,,
018341151053,Wine,1,1099,n,n,Barefoot:Chardonnay,Barefoot:chardonnay,1.50 LT,,n,1,1,0,n,,-9,,,,,,n,,,,,,,
018341151060,Wine,1,1099,n,n,Barefoot:White Zinfandel,Barefoot:white Zinfandel,1.50 LT,,n,1,1,0,n,,-23,,,,,,n,,,,,,,
018341151107,Wine,1,1099,n,n,Barefoot:Merlot,Barefoot:merlot,1.50 LT,,n,1,1,0,n,,-23,,,,,,n,,,,,,,
018341151138,Wine,1,1099,n,n,Barefoot:Shiraz,Barefoot:shiraz,1.50 LT,,n,1,1,0,n,,1,,,,,,n,,,,,,,
018341751017,Wine,1,699,n,n,Barefoot Cabernet Sauvignon,Barefoot Cabernet Sauvignon Sauvignon,750.00 ML,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018341751024,Wine,1,699,n,n,Barefoot Sauvignon Blanc,Barefoot Sauvignon Blanc,750.00 ML,,n,1,1,0,n,,-1,,,,,,n,,,,,,,
018341751055,Wine,1,699,n,n,Barefoot Chardonnay,Barefoot Chardonnay,750.00 ML,,n,1,1,0,n,,-4,,,,,,n,,,,,,,
018341751062,Wine,1,699,n,n,Barefoot:White Zinfandel,Barefoot:white Zinfandel,750.00 ML,,n,1,1,0,n,,-14,,,,,0,n,,,,,,,
018341751109,Wine,1,699,n,n,Barefoot Merlot,Barefoot Merlot,750.00 ML,,n,1,1,0,n,,-7,,,,,,n,,,,,,,
018341751253,Wine,1,1099,n,n,Barefoot Bubbly:Champagne,Barefoot Bubbly:champagne,750.00 ML,,n,1,1,0,n,,12,,,,,,n,,,,,,,
018341751260,Wine,1,1099,n,n,Barefoot Bubbly:Brut Cuvee,Barefoot Bubbly:brut Cuvee,750.00 ML,,n,1,1,0,n,,7,,,,,,n,,,,,,,
018355200020,Sundries,1,149,n,n,Ultra Energy Now Ginseng Herbal Supplement 36 Packets,Ultra Energy Now Ginseng Herbal Supplement 36 Packets,24CT,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018355400048,Sundries,1,149,n,n,Ginko Biloba Energy Pills 24 Packs 3 Tables Each,Ginko Biloba Energy Pills 24 Pack 3 Tables Each,3 tablets,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018355600011,Sundries,1,149,n,n,Pure Energy Now,Pure Energy Now,1,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018505128433,Sundries,1,199,n,n,Corta unas,Corta Unas,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018505131716,Sundries,1,499,n,n,Blink Butane,Blink Butane,300ml,,n,1,1,0,n,,1,,,,,0,n,,,,,,,
018505133390,Sundries,1,99,n,n,BELKIN BUTIN LIGHTER,Belkin Butin Lighter,,,n,1,1,0,n,,0,,,,,0,n,,,,,,,
018505137633,Sundries,1,499,n,n,Blunt blast,Blunt Blast,,,n,1,0,0,n,,0,,,,,0,n,,,,,,,
018505137640,Sundries,1,499,n,n,Blunt blast,Blunt Blast,,,n,1,0,0,n,,0,,,,,0,n,,,,,,,
018505137671,Sundries,1,499,n,n,Blunt blast,Blunt Blast,,,n,1,0,0,n,,0,,,,,0,n,,,,,,,
018505137688,Sundries,1,499,n,n,Smell,Smell,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018505137718,Sundries,1,499,n,n,Blunt blast,Blunt Blast,,,n,1,0,0,n,,0,,,,,0,n,,,,,,,
018505138074,Sundries,1,499,n,n,Blunt blast,Blunt Blast,,,n,1,0,0,n,,0,,,,,0,n,,,,,,,
018505138142,Sundries,1,499,n,n,Blunt blast,Blunt Blast,,,n,1,0,0,n,,0,,,,,0,n,,,,,,,
018505139934,Sundries,1,1299,n,n,mask,Mask,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
018505141258,Sundries,1,199,n,n,Lighter,Lighter,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
018505141821,Sundries,1,499,n,n,Platinum7x,Platinum7x,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
018505143856,Sundries,1,199,n,n,BlInk lighter,Blink Lighter,,,n,1,0,0,n,,0,,,,,0,n,,,,,,,
018505143863,Sundries,1,199,n,n,Lighter,Lighter,1,,n,1,0,0,n,,-74,,,,,0,n,,,,,,,
018505143894,Sundries,1,199,n,n,Blink,Blink,,,n,1,0,0,n,,0,,,,,0,n,,,,,,,
018505143900,Sundries,1,199,n,n,Lighter,Lighter,,,n,1,0,0,n,,0,,,,,0,n,,,,,,,
018959754653,Mix cocktails,1,699,n,n,Major peters original,Major Peters Original,32oz,,n,1,1,0,n,,-10,,,,,,n,,,,,,,
018959754660,Mix cocktails,1,699,n,n,Major peters hot and soicy,Major Peters Hot And Soicy,1liter,,n,1,0,0,n,,12,,,,,0,n,,,,,,,
018959754677,Mix cocktails,1,699,n,n,Major peters the works,Major Peters The Works,32oz,y,n,1,0,0,n,,11,,,,,0,n,,,,,,,
018959754851,Mix cocktails,1,699,n,n,Major peters strawberry,Major Peters Strawberry,750ml,,n,1,0,0,n,,0,,,,,0,n,,,,,,,
019000083425,Snacks /candy,1,399,n,n,LifeSavers Gummies:5 Flavor,Lifesavers Gummies:5 Flavor,7.70 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
019000083449,Snacks /candy,1,399,n,n,Life Savers / Gummies:Gummies Wild Berries 12/,Life Savers / Gummies:gummies Wild Berries 12/,7.00 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
019000085016,Snacks /candy,1,399,n,n,Life Savers:Hard 5 Flavors 12/,Life Savers:hard 5 Flavors 12/,6.25 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
019000085047,Food,1,399,n,n,Life Savers:Hard Wint-O-Green,Life Savers:hard Wint-o-green,6.25 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
019000170491,Snacks /candy,1,399,n,n,Life Savers / Gummies:Gummies Sours 12/,Life Savers / Gummies:gummies Sours 12/,7.00 OZ,y,n,1,1,0,n,,-47,,,,,,n,,,,,,,
019200004565,Beer,1,299,n,n,N,N,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
019582000544,Food,1,299,n,n,Bulls Eye BBQ Honey,Bulls Eye BBQ Honey,17.5oz,,n,1,1,0,n,,0,,,,,0,n,,,,,,,
019582000568,Food,1,299,n,n,Bulls-Eye BBQ Original,Bulls-eye Bbq Original,496g,y,n,1,1,0,n,,0,,,,,0,n,,,,,,,
019600045809,Snacks /candy,1,399,n,n,Celeste:Deluxe,Celeste:deluxe,5.90 OZ,y,n,1,1,0,n,,0,,,,,0,n,,,,,,,
019600046103,Food,1,399,n,n,Celeste:Pepperoni,Celeste:pepperoni,5.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
019600046202,Food,1,399,n,n,Celeste:Sausage & Pepperoni,Celeste:sausage & Pepperoni,5.50 OZ,y,n,1,1,0,n,,-2,,,,,,n,,,,,,,
019600050308,Food,1,349,n,n,Celeste:Original 4 Cheese,Celeste:original 4 Cheese,5.22 OZ,y,n,1,1,0,n,,0,,,,,0,n,,,,,,,
019836103809,Soda & Drink's,1,199,n,n,Boing Mas Fruta - Fresa,Boing Mas Fruta-Fresa,,,n,1,1,0,n,,0,,,,,0,n,,,,,,,
019836103816,Soda & Drink's,1,299,n,n,Boing Mango Juice,Boing Mango Juice,345 ml,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
019836103823,Soda & Drink's,1,199,n,n,Boing Guava Fruit,Boing Guava Fruit,12 oz,y,n,1,1,0,n,,0,,,,,0,n,,,,,,,
019962288142,Liquor ,1,2599,n,n,Climax whiskey wood fired,Climax Whiskey Wood Fired,750ml,,n,1,0,0,n,,5,,,,,0,n,,,,,,,
019962765810,Liquor ,1,6999,n,n,KAIYO Japanese whiskey,Kaiyo Japanese Whiskey,750ml,,n,1,1,0,n,,0,,,,,0,n,,,,,,,
019962766015,Liquor ,1,5999,n,n,KAIYO Japanese the single whiskey,Kaiyo Japanese The Single Whiskey,750ml,,n,1,1,0,n,,0,,,,,0,n,,,,,,,
019988502000,Wine,1,1499,n,n,Chateau Diana Winery,Chateau Diana Winery,750 m,,n,1,1,0,n,,1,,,,,0,n,,,,,,,
019988504370,Wine,1,1499,n,n,Dolce vita,Dolce Vita,750ml,,n,1,0,0,n,,0,,,,,0,n,,,,,,,
020212030039,Liquor ,1,99999,n,n,Tequila clase azul gold,Tequila Clase Azul Gold,750ml,,n,1,0,0,n,,1,,,,,0,n,,,,,,,
020400000035,Tabbocco,1,1399,n,n,Misty Menthol Silver 100's,Misty Menthol Silver 100's,1.00 ct,,n,1,1,0,n,,10,,,,,0,n,,,,,,,
020400000349,Tabbocco,1,1399,n,n,Misty Blue 120's,Misty Blue 120's,1.00 ct,,n,1,0,0,n,,8,,,,,,n,,,,,,,
020400000356,Tabbocco,1,1399,n,n,Misty Menthol Green 120 Box,Misty Menthol Green 120 Box,1.00 PK,,n,1,0,0,n,,-29,,,,,,n,,,,,,,
020501052032,Snacks /candy,1,99,n,n,Salami,Salami,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
020501110060,Food,1,149,n,n,Trail's Best Double Salami Sticks,Trail's Best Double Salami Sticks,1 oz,y,n,1,1,0,n,,3,,,,,0,n,,,,,,,
020507000488,Beer,1,1499,n,n,BITBURGER 6 PK NR,Bitburger 6 Pack NR,11.2 FL OZ,,n,1,1,0,n,,3,,,,,0,n,,,,,,,
020709002402,Snacks /candy,1,229,n,n,Trolli Classic Bears:Gummi Candy,Trolli Classic Bears:gummi Candy,5.00 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
020709002532,Food,1,299,n,n,Trolli:Peachie-O's,Trolli:peachie-o's,4.25 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
020709002624,Snacks /candy,1,199,n,n,"Trolli:Gummi Candy, Sour Apple-O's","Trolli:gummi Candy, Sour Apple-o's",4.25 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
020709012043,Snacks /candy,1,289,n,n,Trolli:Squiggles,Trolli:squiggles,5.00 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
020709012067,Snacks /candy,1,199,n,n,"Trolli:Gummi Candy, Tropic-O's","Trolli:gummi Candy, Tropic-o's",4.25 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
020709012081,Snacks /candy,1,199,n,n,Trolli:Sour Brite Crawler Eggs,Trolli:sour Brite Crawler Eggs,4.00 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
020709012302,Snacks /candy,1,229,n,n,"Trolli:Gummi Candy, Sour Brite Crawlers","Trolli:gummi Candy, Sour Brite Crawlers",5.00 OZ,y,n,1,1,0,n,,0,,,,,0,n,,,,,,,
020709012319,Food,1,309,n,n,Trolli:Sour Brite Octopus,Trolli:sour Brite Octopus,4.25 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
020709012562,Snacks /candy,1,229,n,n,Trolli:Strawberry Puffs,Trolli:strawberry Puffs,4.25 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
020709100160,Snacks /candy,1,269,n,n,Trolli Evil Twins,Trolli Evil Twins,4.25 oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
020709110435,Snacks /candy,1,199,n,n,Trolli Soda,Trolli Soda,5 oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
020709110442,Snacks /candy,1,249,n,n,Trolli Big Gummy Bears,Trolli Big Gummy Bears,4.25 oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
020709708021,Snacks /candy,1,199,n,n,"Trolli:Gummi Candy, Sour Cherry Bombers","Trolli:gummi Candy, Sour Cherry Bombers",4.25 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
020923687003,Sundries,1,499,n,n,Prime 10w 30,Prime 10w 30,946ml,,n,1,0,0,n,,0,,,,,,n,,,,,,,
020923687010,Sundries,1,499,n,n,Prime 10w 40,Prime 10w 40,946ml,,n,1,0,0,n,,0,,,,,0,n,,,,,,,
020923687027,Sundries,1,499,n,n,Prime5w 20,Prime5w 20,946ml,,n,1,0,0,n,,0,,,,,0,n,,,,,,,
021000010875,Food,1,169,n,n,Kraft:Original,Kraft:original,2.05 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
021000010882,Snacks /candy,1,269,n,n,Kraft Dinners:Triple Cheese Cheesy Made Easy,Kraft Dinners:triple Cheese Cheesy Made Easy,2.05 OZ,y,n,1,1,0,n,,0,,,,,0,n,,,,,,,
021000023226,Snacks /candy,1,269,n,n,Kraft Velveeta:Original,Kraft Velveeta:original,2.39 OZ,y,n,1,1,0,n,,0,,,,,0,n,,,,,,,
021000052288,Snacks /candy,1,399,n,n,Kraft: Original BBQ Sauce & Dip,Kraft: Original Bbq Sauce & Dip,18.00 Oz,y,n,1,1,0,n,,0,,,,,0,n,,,,,,,
021000071760,Food,1,499,n,n,Food,Food,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
021000071777,Food,1,499,n,n,Meet,Meet,90z,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
021000643592,Food,1,299,n,n,Kraft Salad Dressing:Ranch,Kraft Salad Dressing:ranch,8.00 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
021000644216,Food,1,299,n,n,Kraft Salad Dressing:Zesty Italian,Kraft Salad Dressing:zesty Italian,8.00 FL OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
021000644551,Food,1,299,n,n,Kraft Salad Dressing:Thousand Island,Kraft Salad Dressing:thousand Island,8.00 FL OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
021000658831,Food,1,199,n,n,Kraft:Original,Kraft:original,7.25 OZ,y,n,1,1,0,n,,0,,,,,0,n,,,,,,,
021037010190,Liquor ,1,2299,n,n,Jeppson's malort liqueur,Jeppson's Malort Liqueur,750ml,,n,1,0,0,n,,-6,,,,,0,n,,,,,,,
021130070022,Soda & Drink's,1,499,n,n,"Lucerne:Milk, Vitamin D","Lucerne:milk, Vitamin D",1.00 GAL,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
021130070107,Food,1,299,n,n,"Lucerne:Milk, Vitamin D","Lucerne:milk, Vitamin D",0.50 GAL,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
021130252817,Soda & Drink's,1,229,n,n,Tonic water,Tonic Water,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
021130480869,Food,1,399,n,n,BBQ original,Bbq Original,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
021131000288,Food,1,599,n,n,Food,Food,,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
021131000301,Food,1,599,n,n,Marie,Marie,,y,n,1,0,0,n,,0,,,,,0,n,,,,,,,
021131000325,Food,1,599,n,n,Marie,Marie,,y,n,1,0,0,n,,0,,,,,0,n,,,,,,,
021131000417,Food,1,599,n,n,Marie,Marie,,y,n,1,0,0,n,,0,,,,,0,n,,,,,,,
021131301538,Food,1,399,n,n,Maria,Maria,,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
021131302672,Food,1,599,n,n,Marie,Marie,,y,n,1,0,0,n,,0,,,,,0,n,,,,,,,
021131350499,Food,1,599,n,n,Marie,Marie,,y,n,1,0,0,n,,0,,,,,0,n,,,,,,,
021131501112,Food,1,399,n,n,Marie Callender's:Chicken Pot Pie,Marie Callender's:chicken Pot Pie,10.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
021131504755,Food,1,599,n,n,Marie Callender's:Fettuccini with Chicken & Broccoli,Marie Callender's:fettuccini With Chicken & Broccoli,13.00 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
021131506452,Food,1,599,n,n,Marie Callender's:Sweet & Sour Chicken,Marie Callender's:sweet & Sour Chicken,14.00 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
021131506629,Food,1,599,n,n,Marie,Marie,,y,n,1,0,0,n,,0,,,,,0,n,,,,,,,
021131506636,Food,1,599,n,n,Food,Food,,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
